owner_step	source_step	handoff_status	owner_step_tsv_has_file_id	owner_step_md_mentions_file_id	file_id	status	path	file_kind	route_classes	features	group	disposition	evidence	notes	minimalism_gate	audit_bucket	audit_action	audit_rationale
M05	M00	external-handoff-not-reacknowledged	no	no	000993	A	target/linux/mediatek/patches-6.6/999-1718-v6.12-net-phy-2p5g-phy-backport-net-phy-Add-phy-library-support-to-check-supported-list-when-autoneg-is-enabled.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	000994	A	target/linux/mediatek/patches-6.6/999-1719-v6.12-net-phy-2p5g-phy-backport-net-phy-Check-for-read-errors-in-SIOCGMIIREG.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch fixes PHY SIOCGMIIREG read-error handling in phylib.	M05 owns PHY behavior; earlier acceleration match was a substring false positive.	content-checked owner correction; no migrate decision in M00	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	000995	A	target/linux/mediatek/patches-6.6/999-1720-v6.13-net-phy-2p5g-phy-backport-net-phy-ensure-that-genphy_c45_an_config_eee_aneg-se.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	000996	A	target/linux/mediatek/patches-6.6/999-1721-v6.13-net-phy-2p5g-eee-backport-net-phy-fix-phy_ethtool_set_eee-incorrectly-enabling.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	000997	A	target/linux/mediatek/patches-6.6/999-1722-v6.14-net-phy-2p5g-eee-backport-net-phylib-eee-cleanups.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	001075	A	target/linux/mediatek/patches-6.6/999-2761-net-phy-check-an-complete-during-get-lpa-eee.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	001077	A	target/linux/mediatek/patches-6.6/999-2763-net-phy-marvell-add-features-callback-for-88E1111.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	001080	A	target/linux/mediatek/patches-6.6/999-2766-net-phy-airoha-add-an8801sb.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M00	external-handoff-not-reacknowledged	no	no	001082	A	target/linux/mediatek/patches-6.6/999-2768-net-phy-add-an8855-gsw-support.patch	patch	review-only	dts:soc:base,network:phy:generic,network:phy:multi-rate	wired-phy-switch-patch	defer	Patch concerns PCS/SFP/DSA/PHY/switch behavior.	M05 owns full wired switch, SFP, and 10G review.	context grouped; hardware files not dropped from filename alone	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M01	external-handoff-not-reacknowledged	no	no	000051	M	package/kernel/linux/modules/netdevices.mk	unknown	primary	openwrt:package:kernel-modules	network-module-boundary	defer	Adds Airoha AN8801SB PHY package and MediaTek HNAT package in one shared module file.	M05 owns PHY applicability; M08 must separately review the HNAT package before acceleration is enabled.	deferred with mixed-owner note	needs-human-decision	decide explicit split across M05/M08/M11 before implementation	Audit says netdevices.mk mixes Airoha PHY, MediaTek HNAT/offload, and package closure; ownership should not be silently assigned only to M05.
M05	M04	external-handoff-not-reacknowledged	no	no	001020	A	target/linux/mediatek/patches-6.6/999-2701-net-ethernet-mtk_eth_soc-remove-pextp-reset.patch	patch	primary	network:mac:mtk-eth	full-wired-pcs-dsa-sfp	defer	Patch/file concerns PCS/XGMAC force mode, passive SFP/PHY mux, EEE, NETSYSv3 link-down flow, SFP debug, or multiple DSA/PPPQ switch handling; full wired behavior is outside M04.	M05 TODO: review with full wired switch, SFP, 10G, combo mux, and DSA runtime validation.	full wired boundary declared	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M04	external-handoff-not-reacknowledged	no	no	001021	A	target/linux/mediatek/patches-6.6/999-2702-net-ethernet-mtk_eth_soc-revise-xgmac-force-mode.patch	patch	primary	network:mac:mtk-eth	full-wired-pcs-dsa-sfp	defer	Patch/file concerns PCS/XGMAC force mode, passive SFP/PHY mux, EEE, NETSYSv3 link-down flow, SFP debug, or multiple DSA/PPPQ switch handling; full wired behavior is outside M04.	M05 TODO: review with full wired switch, SFP, 10G, combo mux, and DSA runtime validation.	full wired boundary declared	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M04	external-handoff-not-reacknowledged	no	no	001031	A	target/linux/mediatek/patches-6.6/999-2713-net-ethernet-mtk_eth_soc-add-EEE-support-for-GMAC.patch	patch	primary	network:mac:mtk-eth	full-wired-pcs-dsa-sfp	defer	Patch/file concerns PCS/XGMAC force mode, passive SFP/PHY mux, EEE, NETSYSv3 link-down flow, SFP debug, or multiple DSA/PPPQ switch handling; full wired behavior is outside M04.	M05 TODO: review with full wired switch, SFP, 10G, combo mux, and DSA runtime validation.	full wired boundary declared	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M04	external-handoff-not-reacknowledged	no	no	001034	A	target/linux/mediatek/patches-6.6/999-2716-net-ethernet-mtk_eth_soc-convert-cap_bit-in-mtk_eth_.patch	patch	primary	network:mac:mtk-eth	ethernet-mux-refactor	defer	Patch refactors Ethernet mux capability bits and supports later mux/PCS work; combo SFP/RJ45 behavior belongs to full wired.	M05 TODO: review with passive mux, SFP/RJ45 combo, and PCS work.	combo mux boundary declared	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M04	external-handoff-not-reacknowledged	no	no	001038	A	target/linux/mediatek/patches-6.6/999-2721-net-ethernet-mtk_eth_soc-add-ETH-ports-link-down-flo.patch	patch	primary	network:mac:mtk-eth	full-wired-pcs-dsa-sfp	defer	Patch/file concerns PCS/XGMAC force mode, passive SFP/PHY mux, EEE, NETSYSv3 link-down flow, SFP debug, or multiple DSA/PPPQ switch handling; full wired behavior is outside M04.	M05 TODO: review with full wired switch, SFP, 10G, combo mux, and DSA runtime validation.	full wired boundary declared	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M05	M04	external-handoff-not-reacknowledged	no	no	001046	A	target/linux/mediatek/patches-6.6/999-2729-net-ethernet-mtk_eth_soc-record-both-the-GMAC-and-XGMAC.patch	patch	primary	network:mac:mtk-eth	full-wired-pcs-dsa-sfp	defer	Patch/file concerns PCS/XGMAC force mode, passive SFP/PHY mux, EEE, NETSYSv3 link-down flow, SFP debug, or multiple DSA/PPPQ switch handling; full wired behavior is outside M04.	M05 TODO: review with full wired switch, SFP, 10G, combo mux, and DSA runtime validation.	full wired boundary declared	covered-by-topic	keep visible in global worklist; no immediate backfill unless follow-up audit disagrees	Audit says M05 markdown covers PHY/EEE/PCS/SFP/DSA/10G backports and full wired topics at topic level.
M06	M03	external-handoff-not-reacknowledged	no	no	001114	A	target/linux/mediatek/patches-6.6/999-3027-dts-88d-option-type-2-support.patch	patch	primary,supporting	dts:board:base,dts:clock-reset:binding	wifi-pcie-option-reference	defer	Patch adds MT7988D RFB option type 2 PCIe/Wi-Fi DTS support, not direct 8X board identity.	M06 TODO: use only as supporting Wi-Fi/PCIe reference if direct 8X Wi-Fi bring-up needs it; M09 owns expansion runtime.	non-8X Wi-Fi reference deferred	global-worklist-only	keep only in global worklist unless later evidence promotes it	Audit says MT7988D RFB option-type-2 Wi-Fi/PCIe DTS is supporting context only, not direct 8X truth.
M07	M01	external-handoff-not-reacknowledged	no	no	000968	M	target/linux/mediatek/filogic/target.mk	unknown	supporting	build:kernel:config	wireless-userspace-boundary	defer	Changes Filogic default package from `wpad-basic-mbedtls` to `wpad-openssl`.	Wireless userspace/policy and package default selection belong to M07, not M01 skeleton.	deferred with owner	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M04	external-handoff-not-reacknowledged	no	no	000826	A	target/linux/mediatek/base-files/sbin/rsno-off.sh	shell	supporting	openwrt:init:service	wifi-userspace-policy	defer	rsno-off.sh edits wireless encryption/MLO related UCI sections, not wired management.	M07 TODO: review RSNO/MLO userspace policy with wireless configuration work.	Wi-Fi policy deferred	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000351	A	package/kernel/mt76/patches/0008-mtk-mt76-mt7996-add-critical-update-support.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-dfs-csa-policy-handoff	defer	Patch [08/95] adds critical-update support covering WMM configuration, channel switch, affiliated-link per-STA CSA/eCSA countdown, beacon reset during CSA/CAC, and critical-update MCU events; this is channel-switch/beacon policy beyond M06 basic probe/load/calibration.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000352	A	package/kernel/mt76/patches/0009-mtk-mt76-mt7996-Add-support-for-EMLSR.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [09/95] registers EMLSR capability, sends EML capability to firmware, and handles EML Operating Mode Notification frames; this is MLO/EMLSR policy beyond M06 basic association.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000353	A	package/kernel/mt76/patches/0010-mtk-mt76-mt7996-trigger-channel-calibration-for-DFS-.patch	patch	primary	firmware:wifi:eeprom,identity:calibration:wifi,wireless:calibration:eeprom,wireless:mt76:driver,wireless:mt76:eeprom	M06-E-mt76-dfs-csa-policy-handoff	defer	Patch [10/95] triggers DFS-link channel calibration after STA association and changes channel switch reason handling for DFS/AP-vs-STA; this is DFS/CSA behavior beyond M06 basic association proof.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000355	A	package/kernel/mt76/patches/0012-mtk-mt76-mt7996-Fix-inconsistent-QoS-mapping-between.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-qos-scs-policy-handoff	defer	Patch [12/95] maps IP DSCP to IEEE 802.11 User Priority in firmware and WDMA paths, adding set_qos_map plumbing; this is QoS policy/traffic mapping, not M06 radio probe or calibration.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000357	A	package/kernel/mt76/patches/0014-mtk-mt76-mt7996-support-configure-trigger-frame-and-.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-vendor-cert-policy-handoff	defer	Patch [14/95] adds vendor-command handling for trigger-frame variant, coding type, link_id/radio selection, and Wi-Fi 7 R1 certification controls; this is userspace/vendor certification policy beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000358	A	package/kernel/mt76/patches/0015-mtk-mt76-mt7996-update-preamble-puncture-support-for.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-preamble-puncture-policy-handoff	defer	Patch [15/95] updates preamble puncture station/FW-mode support and PP events; this is advanced EHT channel-width/preamble-puncture behavior beyond M06 basic radio bring-up.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000360	A	package/kernel/mt76/patches/0017-mtk-mt76-mt7996-add-AP-affiliated-link-removal-suppo.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [17/95] implements AP affiliated-link removal and MLO reconfiguration/link-removal mechanics, plus MLO scan/link accounting fixes; this belongs to M07 MLO behavior.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
