file_id	status	path	file_kind	route_classes	features	group	disposition	owner_step	evidence	notes	minimalism_gate
000061	D	package/kernel/mac80211/patches/ath/406-ath_relax_default_regd.patch	patch	primary,review-only	wireless:regulatory:db,wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath	drop	M07	Group-level classification with representative patch-body reads: ath reps 000055,000057,000062 show 000055 exposes ATH_COMMON Kconfig prompt; 000057 adds ATH_USER_REGD bypasses in ath/regd.c/Kconfig; 000062 adds ath5k platform EEPROM/MAC support. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath/ath5k Atheros common stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath.	Group-level acceptable for ath: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath/ath5k Atheros common stack is present on 8X.
000062	D	package/kernel/mac80211/patches/ath/431-add_platform_eeprom_support_to_ath5k.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath	drop	M07	Group-level classification with representative patch-body reads: ath reps 000055,000057,000062 show 000055 exposes ATH_COMMON Kconfig prompt; 000057 adds ATH_USER_REGD bypasses in ath/regd.c/Kconfig; 000062 adds ath5k platform EEPROM/MAC support. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath/ath5k Atheros common stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath.	Group-level acceptable for ath: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath/ath5k Atheros common stack is present on 8X.
000063	D	package/kernel/mac80211/patches/ath10k/080-ath10k_thermal_config.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000064	D	package/kernel/mac80211/patches/ath10k/921-ath10k_init_devices_synchronously.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000065	D	package/kernel/mac80211/patches/ath10k/930-ath10k_add_tpt_led_trigger.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000066	D	package/kernel/mac80211/patches/ath10k/975-ath10k-use-tpt-trigger-by-default.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000067	D	package/kernel/mac80211/patches/ath10k/981-ath10k-adjust-tx-power-reduction-for-US-regulatory-d.patch	patch	primary,review-only	wireless:regulatory:db,wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000068	D	package/kernel/mac80211/patches/ath10k/984-ath10k-Try-to-get-mac-address-from-dts.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000069	D	package/kernel/mac80211/patches/ath10k/988-ath10k-always-use-mac80211-loss-detection.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000070	D	package/kernel/mac80211/patches/ath10k/990-ath10k-small-buffers.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath10k	drop	M07	Group-level classification with representative patch-body reads: ath10k reps 000063,000068 show 000063 gates ath10k thermal support behind CPTCFG_ATH10K_THERMAL; 000068 reads ath10k MAC address from DTS/of_get_mac_address. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath10k Qualcomm/Atheros 802.11ac stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath10k.	Group-level acceptable for ath10k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath10k Qualcomm/Atheros 802.11ac stack is present on 8X.
000071	D	package/kernel/mac80211/patches/ath11k/001-wifi-ath11k-Fix-DMA-buffer-allocation-to-resolve-SWIOTLB-issues.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000072	D	package/kernel/mac80211/patches/ath11k/002-wifi-ath11k-use-dma-alloc-noncoherent-for-rx-tid-buffer-allocation.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000073	D	package/kernel/mac80211/patches/ath11k/0906-wifi-ath11k-disable-coldboot-for-ipq6018.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000074	D	package/kernel/mac80211/patches/ath11k/100-wifi-ath11k-use-unique-QRTR-instance-ID.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000075	D	package/kernel/mac80211/patches/ath11k/900-ath11k-control-thermal-support-via-symbol.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000076	D	package/kernel/mac80211/patches/ath11k/903-ath11k-support-setting-FW-memory-mode-via-DT.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000077	D	package/kernel/mac80211/patches/ath11k/905-ath11k-remove-intersection-support-for-regulatory-ru.patch	patch	primary,review-only	wireless:regulatory:db,wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000078	D	package/kernel/mac80211/patches/ath11k/940-ath11k-Revert-clear-the-keys-properly-when-DISABLE_K.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath11k	drop	M07	Group-level classification with representative patch-body reads: ath11k reps 000071,000076,000077 show 000071 changes ath11k DMA ring allocation; 000076 adds qcom,ath11k-fw-memory-mode DT handling; 000077 removes ath11k regulatory-rule intersection logic. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath11k Qualcomm 802.11ax stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath11k.	Group-level acceptable for ath11k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath11k Qualcomm 802.11ax stack is present on 8X.
000079	D	package/kernel/mac80211/patches/ath12k/001-wifi-ath12k-add-11d-scan-offload-support-and-handle-country-code-for-WCN7850.patch	patch	primary,review-only	wireless:regulatory:db,wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath12k	drop	M07	Group-level classification with representative patch-body reads: ath12k reps 000079,000080 show 000079 adds WCN7850 country-code/WMI 11d scan-offload handling; 000080 returns early from ath12k LTSSM startup on BPI-Rx. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath12k Qualcomm 802.11be stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath12k.	Group-level acceptable for ath12k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath12k Qualcomm 802.11be stack is present on 8X.
000080	D	package/kernel/mac80211/patches/ath12k/100-ath12k-prevent-ltssm-startup-crash.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath12k	drop	M07	Group-level classification with representative patch-body reads: ath12k reps 000079,000080 show 000079 adds WCN7850 country-code/WMI 11d scan-offload handling; 000080 returns early from ath12k LTSSM startup on BPI-Rx. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath12k Qualcomm 802.11be stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath12k.	Group-level acceptable for ath12k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath12k Qualcomm 802.11be stack is present on 8X.
000081	D	package/kernel/mac80211/patches/ath5k/201-ath5k-WAR-for-AR71xx-PCI-bug.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath5k	drop	M07	Group-level classification with representative patch-body reads: ath5k reps 000081,000084 show 000081 applies AR71xx PCI DMA workaround; 000084 adds ath5k_platform.h platform EEPROM/MAC data. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath5k legacy Atheros PCI stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath5k.	Group-level acceptable for ath5k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath5k legacy Atheros PCI stack is present on 8X.
000082	D	package/kernel/mac80211/patches/ath5k/411-ath5k_allow_adhoc_and_ap.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath5k	drop	M07	Group-level classification with representative patch-body reads: ath5k reps 000081,000084 show 000081 applies AR71xx PCI DMA workaround; 000084 adds ath5k_platform.h platform EEPROM/MAC data. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath5k legacy Atheros PCI stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath5k.	Group-level acceptable for ath5k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath5k legacy Atheros PCI stack is present on 8X.
000083	D	package/kernel/mac80211/patches/ath5k/420-ath5k_disable_fast_cc.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/ath5k	drop	M07	Group-level classification with representative patch-body reads: ath5k reps 000081,000084 show 000081 applies AR71xx PCI DMA workaround; 000084 adds ath5k_platform.h platform EEPROM/MAC data. Direct 8X base DTS/overlay uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not ath5k legacy Atheros PCI stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags such as regulatory/mac80211 do not override direct 8X mt7996/mt76 hardware authority. No M07 migration action for ath5k.	Group-level acceptable for ath5k: representative patch semantics are recorded and the direct 8X Wi-Fi path is mt7996/mt76; revisit only if later evidence shows this ath5k legacy Atheros PCI stack is present on 8X.
